loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
2.7689,82.67549896240234,5e-05,0.00024031240612796637,1,,,,,,,,,,
10.0679,354.4684753417969,4.999599551497678e-05,0.00048062481225593273,2,,,,,,,,,,
3.2254,121.54647827148438,4.999199102995355e-05,0.000720937218383899,3,,,,,,,,,,
2.7389,109.15987396240234,4.9987986544930324e-05,0.0009612496245118655,4,,,,,,,,,,
1.7642,78.71849822998047,4.9983982059907095e-05,0.0012015620306398318,5,,,,,,,,,,
0.494,30.318845748901367,4.997997757488387e-05,0.001441874436767798,6,,,,,,,,,,
0.2998,10.018446922302246,4.9975973089860645e-05,0.0016821868428957645,7,,,,,,,,,,
0.0004,0.06407879292964935,4.997196860483742e-05,0.001922499249023731,8,,,,,,,,,,
1.3998,53.473941802978516,4.9967964119814194e-05,0.0021628116551516974,9,,,,,,,,,,
0.3398,25.409597396850586,4.9963959634790966e-05,0.0024031240612796636,10,,,,,,,,,,
0.5971,28.78999900817871,4.995995514976774e-05,0.00264343646740763,11,,,,,,,,,,
0.9329,63.54468536376953,4.9955950664744515e-05,0.002883748873535596,12,,,,,,,,,,
0.3955,30.876750946044922,4.9951946179721294e-05,0.0031240612796635627,13,,,,,,,,,,
0.4485,23.330703735351562,4.9947941694698065e-05,0.003364373685791529,14,,,,,,,,,,
0.018,2.6908986568450928,4.994393720967484e-05,0.003604686091919495,15,,,,,,,,,,
0.3888,16.361848831176758,4.993993272465161e-05,0.003844998498047462,16,,,,,,,,,,
0.026,4.232710838317871,4.9935928239628386e-05,0.004085310904175428,17,,,,,,,,,,
0.2254,16.071956634521484,4.993192375460516e-05,0.004325623310303395,18,,,,,,,,,,
0.009,0.9124699234962463,4.9927919269581936e-05,0.0045659357164313605,19,,,,,,,,,,
2.5426,96.69612121582031,4.992391478455871e-05,0.004806248122559327,20,,,,,,,,,,
0.9167,31.53669548034668,4.9919910299535486e-05,0.005046560528687294,21,,,,,,,,,,
0.0333,3.873199224472046,4.991590581451226e-05,0.00528687293481526,22,,,,,,,,,,
2.1268,53.321128845214844,4.991190132948903e-05,0.005527185340943226,23,,,,,,,,,,
0.0074,1.2289586067199707,4.990789684446581e-05,0.005767497747071192,24,,,,,,,,,,
0.0735,10.080018997192383,4.990389235944258e-05,0.006007810153199159,25,,,,,,,,,,
4.9953,141.5449981689453,4.9899887874419356e-05,0.0062481225593271255,26,,,,,,,,,,
3.4776,77.14667510986328,4.989588338939613e-05,0.006488434965455091,27,,,,,,,,,,
0.0048,0.6269116997718811,4.98918789043729e-05,0.006728747371583058,28,,,,,,,,,,
1.0743,39.45527648925781,4.988787441934967e-05,0.006969059777711025,29,,,,,,,,,,
0.7929,36.57146072387695,4.988386993432645e-05,0.00720937218383899,30,,,,,,,,,,
0.4115,44.15700149536133,4.987986544930322e-05,0.007449684589966957,31,,,,,,,,,,
0.0168,2.1450603008270264,4.987586096428e-05,0.007689996996094924,32,,,,,,,,,,
3.0009,109.57869720458984,4.987185647925677e-05,0.00793030940222289,33,,,,,,,,,,
1.7099,85.64968872070312,4.986785199423354e-05,0.008170621808350856,34,,,,,,,,,,
1.0219,45.41675567626953,4.986384750921031e-05,0.008410934214478822,35,,,,,,,,,,
0.2846,24.913379669189453,4.985984302418709e-05,0.00865124662060679,36,,,,,,,,,,
0.0095,1.7706823348999023,4.985583853916387e-05,0.008891559026734755,37,,,,,,,,,,
1.4507,44.857872009277344,4.985183405414064e-05,0.009131871432862721,38,,,,,,,,,,
0.0108,1.9989193677902222,4.984782956911742e-05,0.009372183838990689,39,,,,,,,,,,
0.002,0.38573354482650757,4.9843825084094184e-05,0.009612496245118654,40,,,,,,,,,,
0.0042,0.6532252430915833,4.983982059907096e-05,0.00985280865124662,41,,,,,,,,,,
0.7475,46.99588394165039,4.983581611404773e-05,0.010093121057374588,42,,,,,,,,,,
3.3822,70.85865783691406,4.983181162902451e-05,0.010333433463502554,43,,,,,,,,,,
1.4717,39.664424896240234,4.982780714400128e-05,0.01057374586963052,44,,,,,,,,,,
0.2198,22.513715744018555,4.982380265897806e-05,0.010814058275758487,45,,,,,,,,,,
0.0503,4.397247791290283,4.9819798173954826e-05,0.011054370681886453,46,,,,,,,,,,
0.4186,32.411685943603516,4.9815793688931604e-05,0.011294683088014418,47,,,,,,,,,,
0.2294,44.551246643066406,4.981178920390838e-05,0.011534995494142384,48,,,,,,,,,,
0.5755,39.055110931396484,4.9807784718885154e-05,0.011775307900270352,49,,,,,,,,,,
0.0073,1.386268973350525,4.980378023386193e-05,0.012015620306398318,50,,,,,,,,,,
0.0203,1.859768033027649,4.9799775748838703e-05,0.012255932712526283,51,,,,,,,,,,
0.3418,44.16785430908203,4.9795771263815475e-05,0.012496245118654251,52,,,,,,,,,,
2.2898,93.57142639160156,4.9791766778792246e-05,0.012736557524782217,53,,,,,,,,,,
0.0234,5.39871072769165,4.9787762293769025e-05,0.012976869930910183,54,,,,,,,,,,
